Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Cloud Computing: Maximize Frictionless Interfaces,5.6,Lisa Wilson,S6717,Data Visualization,2022-12-09,1.3462251616461585,Room 105,71,50,Intermediate,Nor spring east church receive.,Zoom,Discussion,Yes,Computer Science,Senior,43
Deep Learning: Target Cutting-Edge Portals,9.4,Michael Williams,S1443,Data Visualization,2023-05-06,1.1550016762595299,Room 104,39,53,Intermediate,Age society contain president air way accept.,Google Colab,Discussion,No,Mathematics,Junior,30
Python Programming: Transition One-To-One Architectures,6.4,Olivia Jones,S5994,Cloud Computing,2023-05-27,1.728818401660892,Online-Teams,23,38,Intermediate,Short piece carry.,Google Colab,Discussion,No,Engineering,Junior,23
Data Science: Incubate World-Class Platforms,6.4,Michael Williams,S3623,Deep Learning,2023-03-28,2.021562128997619,Room 105,73,92,Intermediate,Consumer home actually oil cover trip interest.,Google Colab,Discussion,Yes,Computer Science,Senior,64
Data Visualization: Engineer Extensible Systems,5.0,Emily Wilson,S4044,Data Science,2022-12-17,1.83012220016545,Room 105,87,57,Beginner,Produce build provide type source purpose mission.,Jupyter,Lecture,Yes,Engineering,Sophomore,87
Machine Learning: Matrix Intuitive Markets,7.3,Michael Smith,S2450,Statistical Analysis,2023-06-05,1.9459237696416474,Room 103,25,66,Intermediate,Concern image budget fund PM.,Google Colab,Discussion,Yes,Engineering,Senior,14
Python Programming: Innovate Next-Generation Initiatives,6.5,Emily Brown,S3882,AI Ethics,2023-03-19,2.1957164448493898,Room 105,30,17,Advanced,All history nothing act us.,Zoom,Discussion,No,Statistics,Sophomore,18
Statistical Analysis: Expedite Front-End Action-Items,5.0,Emily Wilson,S7296,Python Programming,2022-10-15,2.431253027294064,Online-Zoom,23,27,Beginner,Ever identify especially thing building likely.,Jupyter,Lecture,Yes,Mathematics,Junior,16
Deep Learning: Maximize Collaborative Content,6.2,David Johnson,S6076,AI Ethics,2023-05-04,1.3103968888510453,Room 101,70,61,Beginner,Message able show three TV.,Teams,Discussion,No,Data Science,Sophomore,52
Machine Learning: Drive 24/365 Portals,9.9,Emma Williams,S2720,Python Programming,2023-05-26,2.8978512429879717,Online-Zoom,70,9,Advanced,Fish alone pressure light benefit in sell measure.,Jupyter,Hands-On,Yes,Computer Science,Junior,62
Python Programming: Scale Turn-Key Deliverables,5.6,Lisa Wilson,S9056,Machine Learning,2022-11-23,1.1665494581890052,Room 105,94,27,Beginner,Radio purpose wife trade.,Jupyter,Lecture,Yes,Data Science,Freshman,84
Cloud Computing: Synthesize Virtual Synergies,9.4,Lisa Smith,S5501,Python Programming,2023-10-10,1.7054857515451312,Room 105,29,1,Intermediate,Show house this here finish.,Teams,Lecture,No,Mathematics,Sophomore,27
Statistical Analysis: Brand Seamless Markets,5.5,David Jones,S4442,Cloud Computing,2023-05-30,2.9973643870856983,Room 105,68,50,Beginner,Enjoy such throughout political customer appear first.,Jupyter,Lecture,Yes,Mathematics,Junior,37
Cloud Computing: Expedite Viral Portals,9.8,Lisa Wilson,S8045,Cloud Computing,2023-07-26,1.073240894100206,Room 105,23,29,Advanced,Stuff will short skin.,Jupyter,Hands-On,Yes,Data Science,Freshman,19
Python Programming: Transform Dot-Com Supply-Chains,9.4,Emily Smith,S8439,Python Programming,2023-08-23,2.2032723488918844,Room 104,72,9,Beginner,Congress population actually gas relate.,Google Colab,Discussion,Yes,Statistics,Sophomore,65
Machine Learning: Target Efficient Deliverables,7.6,Olivia Williams,S9800,Deep Learning,2023-07-10,1.3960901214628134,Room 105,72,18,Advanced,Establish court body pick get bad.,Teams,Discussion,No,Engineering,Senior,41
Cloud Computing: Aggregate Impactful Web-Readiness,9.5,Emily Miller,S7288,Data Visualization,2023-06-10,1.889500473878643,Online-Teams,80,23,Advanced,Race employee reason strategy.,Teams,Hands-On,No,Engineering,Senior,44
Ai Ethics: Transform User-Centric Networks,7.8,Emily Smith,S8712,AI Ethics,2023-02-15,2.840025689105414,Room 101,45,23,Beginner,Affect deep instead owner view well.,Jupyter,Lecture,No,Engineering,Freshman,26
Data Visualization: Orchestrate Enterprise Metrics,5.4,Michael Johnson,S6900,Cloud Computing,2023-01-03,2.5679957269145537,Room 102,99,37,Beginner,Discuss hold American real.,Teams,Hands-On,Yes,Computer Science,Freshman,99
Python Programming: Redefine Viral Action-Items,10.0,Lisa Wilson,S8205,Python Programming,2022-11-10,1.992383969368823,Online-Zoom,64,43,Intermediate,Bag agent carry current owner.,Zoom,Hands-On,No,Mathematics,Sophomore,54
Python Programming: Morph B2C Content,7.5,Emily Johnson,S3935,Statistical Analysis,2022-10-23,2.773827385052881,Room 104,89,72,Intermediate,Arrive act expert sound program.,Teams,Discussion,Yes,Data Science,Sophomore,77
Data Science: Benchmark One-To-One Web-Readiness,6.4,Emma Johnson,S3825,Python Programming,2023-01-12,1.9895925192101833,Online-Zoom,20,6,Intermediate,Those available whole sing.,Jupyter,Hands-On,Yes,Data Science,Sophomore,20
Statistical Analysis: Architect Robust Web-Readiness,8.0,Michael Williams,S4135,Machine Learning,2023-04-20,2.630870921931362,Room 103,48,38,Advanced,Tell realize significant capital.,Zoom,Discussion,Yes,Computer Science,Sophomore,27
Deep Learning: Transition Killer Channels,8.5,Olivia Davis,S4878,Python Programming,2023-01-30,1.9868058784629854,Room 101,98,59,Advanced,Either final everything thus body.,Teams,Lecture,No,Computer Science,Junior,91
Deep Learning: Incubate Viral Applications,7.6,Emma Jones,S8328,Cloud Computing,2023-01-03,1.4671676509499703,Room 101,64,94,Beginner,West civil government face carry all.,Google Colab,Discussion,Yes,Engineering,Freshman,36
Deep Learning: Target Real-Time Mindshare,8.1,Lisa Miller,S5779,Data Science,2023-10-03,1.298504662574741,Room 105,64,97,Advanced,Lawyer about we research until.,Teams,Discussion,No,Engineering,Freshman,55
Cloud Computing: Leverage Transparent Web-Readiness,7.6,Olivia Davis,S7146,Python Programming,2023-09-19,2.31418051135607,Room 102,71,18,Advanced,Mean production day food.,Jupyter,Discussion,Yes,Mathematics,Sophomore,68
Data Science: Incubate Killer Niches,8.0,Emily Wilson,S5508,AI Ethics,2022-12-11,2.0520719685116737,Online-Teams,93,9,Beginner,Administration show just something affect Mr.,Jupyter,Lecture,Yes,Statistics,Junior,79
Deep Learning: Deliver Clicks-And-Mortar Niches,7.6,John Davis,S6774,AI Ethics,2023-08-06,2.8516723161816877,Room 105,68,82,Intermediate,Suddenly number suggest price.,Jupyter,Hands-On,Yes,Statistics,Senior,58
Data Visualization: Generate Synergistic Experiences,8.5,Michael Williams,S1410,Data Visualization,2023-04-06,2.148458596555143,Room 104,64,49,Beginner,Again within gas record action financial north apply.,Teams,Hands-On,Yes,Engineering,Senior,36
Deep Learning: Grow End-To-End Supply-Chains,6.5,Lisa Miller,S7378,Cloud Computing,2023-01-22,1.2054511288640892,Room 104,95,86,Intermediate,Medical such standard.,Teams,Hands-On,Yes,Engineering,Sophomore,88
Python Programming: Leverage End-To-End Interfaces,6.4,David Smith,S8740,Machine Learning,2023-04-22,1.7790415317401516,Online-Zoom,88,61,Advanced,Mother foreign me test city.,Zoom,Discussion,Yes,Engineering,Junior,78
Statistical Analysis: Optimize Dynamic Initiatives,7.7,Emma Smith,S9195,Machine Learning,2023-05-09,2.6913835327478326,Room 101,83,62,Intermediate,Social view president election.,Teams,Lecture,Yes,Data Science,Freshman,76
Data Visualization: Drive Best-Of-Breed Synergies,7.3,Michael Johnson,S4728,Machine Learning,2023-07-18,2.495406263762405,Online-Zoom,73,60,Advanced,Staff key participant story local kid.,Teams,Lecture,No,Computer Science,Sophomore,65
Data Science: Orchestrate B2C Schemas,5.2,Robert Johnson,S7623,Machine Learning,2023-04-21,2.6058988692184357,Room 101,95,84,Beginner,Morning area low support top force.,Google Colab,Hands-On,No,Statistics,Senior,91
Machine Learning: Cultivate World-Class Convergence,6.5,Olivia Smith,S8415,Data Science,2023-07-07,2.1751268436530613,Room 104,12,94,Beginner,Be later save list from indeed.,Teams,Discussion,No,Computer Science,Freshman,8
Data Visualization: Synergize Impactful Mindshare,7.7,Emma Brown,S2243,Statistical Analysis,2022-10-11,2.6953372634654684,Online-Zoom,75,92,Intermediate,Person memory draw show.,Google Colab,Hands-On,Yes,Statistics,Freshman,51
Data Visualization: Transform Integrated E-Business,6.7,Robert Miller,S4626,Data Visualization,2022-10-20,2.583661515604149,Room 101,67,12,Advanced,Group Democrat remember activity everybody hope song.,Google Colab,Discussion,No,Engineering,Senior,35
Machine Learning: Facilitate Compelling Schemas,7.8,Olivia Davis,S7092,Python Programming,2023-09-28,1.5646144474599795,Room 105,43,80,Advanced,Free environment leg deep score page.,Google Colab,Hands-On,No,Data Science,Junior,38
Python Programming: Strategize Cross-Platform Web-Readiness,10.0,Olivia Johnson,S1673,Data Science,2023-07-28,2.9719248531337294,Room 104,80,37,Advanced,Recent artist price describe million support.,Zoom,Hands-On,Yes,Mathematics,Sophomore,79
Data Science: Visualize Dot-Com Applications,5.9,Robert Jones,S6436,Data Visualization,2022-10-26,2.5081185589060455,Online-Zoom,89,78,Beginner,Message toward reduce matter through indeed.,Zoom,Hands-On,Yes,Statistics,Sophomore,69
Python Programming: Extend Value-Added Markets,5.9,Robert Brown,S9807,Data Visualization,2022-12-19,1.9742739784668262,Room 102,29,23,Advanced,For finally tonight matter start.,Google Colab,Hands-On,Yes,Engineering,Sophomore,16
Data Visualization: Incentivize Innovative Action-Items,5.2,Emma Smith,S6231,Machine Learning,2023-07-25,2.1488831794253676,Room 104,67,97,Intermediate,Want picture customer spring involve.,Teams,Hands-On,No,Engineering,Freshman,61
Ai Ethics: Redefine Strategic Vortals,5.8,Emma Johnson,S9173,Data Science,2023-02-06,1.0678304952279252,Online-Teams,36,67,Advanced,Forward yet second.,Jupyter,Lecture,Yes,Data Science,Senior,29
Deep Learning: Harness Compelling Eyeballs,8.3,Robert Wilson,S1740,Data Science,2023-08-12,1.4648821925268662,Room 105,89,89,Beginner,Response number later development practice century involve return.,Jupyter,Hands-On,No,Mathematics,Sophomore,60
Machine Learning: Orchestrate Out-Of-The-Box Applications,8.3,Robert Jones,S1467,AI Ethics,2023-05-27,2.878464302835007,Room 103,67,31,Beginner,Happy however arm marriage article safe.,Zoom,Hands-On,Yes,Engineering,Sophomore,37
Python Programming: Synthesize Compelling Experiences,6.2,Emily Jones,S7757,Data Visualization,2023-04-24,1.595252183073216,Room 101,77,6,Intermediate,Pull work serve word by tough source.,Google Colab,Hands-On,Yes,Computer Science,Senior,40
Machine Learning: Redefine E-Business Content,7.5,Michael Miller,S2238,Machine Learning,2023-07-26,2.5519919967933875,Room 105,99,39,Beginner,Even general standard.,Google Colab,Hands-On,Yes,Mathematics,Junior,81
Cloud Computing: Orchestrate Killer Convergence,6.7,Emma Jones,S2332,Data Visualization,2022-11-21,1.2207006822582016,Room 102,54,97,Advanced,Nor test him under reality.,Teams,Lecture,No,Engineering,Junior,47
Python Programming: Brand Sticky Users,9.5,David Smith,S1820,Data Visualization,2023-03-03,2.951297283174057,Room 105,57,4,Advanced,Partner movement add stop.,Teams,Discussion,No,Engineering,Junior,34
Data Science: Integrate Visionary Technologies,8.3,Lisa Williams,S6073,Python Programming,2023-01-01,1.9531969141060572,Room 103,84,92,Intermediate,Tough explain ever human contain whom current.,Jupyter,Lecture,Yes,Engineering,Sophomore,67
Statistical Analysis: Engineer Vertical E-Commerce,7.5,Olivia Miller,S2019,Cloud Computing,2022-11-28,1.8182013600703888,Room 101,56,57,Intermediate,Behind billion radio race.,Teams,Lecture,No,Mathematics,Junior,33
Cloud Computing: Cultivate Turn-Key Metrics,6.2,Robert Jones,S1338,AI Ethics,2022-12-05,2.33504997159834,Room 105,23,39,Beginner,Fall letter apply agree want.,Google Colab,Discussion,Yes,Data Science,Junior,13
Cloud Computing: Drive 24/365 Interfaces,6.1,Robert Williams,S2298,AI Ethics,2023-04-03,1.9907123710910597,Room 103,94,84,Advanced,Whatever tonight face customer must beyond.,Jupyter,Discussion,Yes,Mathematics,Freshman,78
Cloud Computing: Brand Virtual Markets,9.4,Robert Johnson,S6490,Data Science,2022-11-28,2.301706393796209,Online-Zoom,45,26,Advanced,Car green inside where toward.,Jupyter,Hands-On,Yes,Mathematics,Freshman,25
Python Programming: Redefine Intuitive Infrastructures,8.5,John Jones,S5755,Cloud Computing,2022-11-23,2.061449119156668,Room 102,35,90,Beginner,On dinner become two however statement begin forget.,Zoom,Discussion,Yes,Mathematics,Freshman,21
Python Programming: Re-Intermediate Global Web Services,6.4,John Brown,S7712,Python Programming,2023-08-02,1.5424809737932181,Online-Zoom,68,73,Intermediate,Mean wind budget teach hotel door wonder.,Google Colab,Discussion,Yes,Computer Science,Senior,59
Machine Learning: Engineer Magnetic Web Services,8.4,Lisa Smith,S2933,Cloud Computing,2022-10-23,1.4548635057985146,Room 101,65,45,Advanced,Former letter building manage who why.,Google Colab,Lecture,No,Statistics,Junior,62
Data Visualization: Re-Intermediate Intuitive Users,7.4,Emma Jones,S3848,Machine Learning,2023-01-27,1.1968111125755885,Room 104,46,3,Intermediate,Might in quite talk side sing everybody dog.,Zoom,Discussion,No,Engineering,Freshman,36
Deep Learning: Envisioneer E-Business Partnerships,9.8,David Smith,S8853,Data Visualization,2023-03-10,2.82804409396034,Online-Teams,15,40,Advanced,Account share nothing next computer part movie.,Jupyter,Discussion,No,Data Science,Senior,10
Data Science: Enable Compelling E-Tailers,7.2,Lisa Williams,S9431,Deep Learning,2023-07-20,2.895630455748851,Room 105,83,91,Intermediate,Project ago about care personal bed.,Google Colab,Lecture,Yes,Statistics,Freshman,47
Data Visualization: Deploy Next-Generation Niches,7.9,Michael Williams,S9453,Cloud Computing,2023-07-05,1.1280323958208163,Room 101,56,4,Beginner,Level customer exactly chance training smile hear.,Teams,Discussion,Yes,Engineering,Sophomore,52
Data Visualization: Optimize Cross-Media Channels,7.4,Lisa Brown,S3317,Statistical Analysis,2023-06-18,2.318499558970159,Room 102,99,17,Intermediate,Bar particular pass those top use.,Zoom,Discussion,No,Computer Science,Sophomore,51
Ai Ethics: Drive Interactive Infrastructures,8.5,David Miller,S1549,Data Science,2022-10-17,1.5987596408244182,Room 104,80,10,Intermediate,Road picture care firm direction.,Google Colab,Lecture,No,Statistics,Senior,77
Data Visualization: Maximize 24/7 Functionalities,5.3,Lisa Williams,S8983,Machine Learning,2023-02-27,2.94281768342009,Room 102,93,52,Intermediate,Various particularly chair player particularly political.,Google Colab,Lecture,No,Mathematics,Sophomore,59
Machine Learning: Incubate Customized Paradigms,7.5,Emma Davis,S5938,Python Programming,2022-10-27,1.4464569816105826,Room 101,32,49,Beginner,Such list tax on.,Zoom,Hands-On,No,Data Science,Freshman,16
Python Programming: Exploit Integrated E-Tailers,8.0,Lisa Davis,S6084,Deep Learning,2023-08-16,2.9083560895290095,Room 105,45,20,Advanced,Tough court address expert me nation save property.,Teams,Hands-On,Yes,Statistics,Freshman,25
Machine Learning: Visualize Revolutionary Technologies,5.0,Olivia Brown,S1989,AI Ethics,2023-06-08,1.31691217412439,Room 105,53,47,Advanced,Born free discuss operation color though.,Teams,Lecture,Yes,Data Science,Sophomore,52
Python Programming: Reinvent Next-Generation Systems,6.1,David Smith,S7816,Data Visualization,2022-11-14,1.515578637142308,Room 101,67,24,Intermediate,Much with low finally on.,Google Colab,Lecture,No,Statistics,Junior,57
Statistical Analysis: Expedite Scalable Partnerships,8.4,Emma Wilson,S6114,Cloud Computing,2022-12-10,1.9806643450705776,Online-Zoom,73,69,Intermediate,Computer accept themselves.,Jupyter,Hands-On,No,Data Science,Freshman,54
Statistical Analysis: Facilitate Back-End Channels,6.6,David Williams,S5881,AI Ethics,2023-05-27,2.529490888283757,Room 103,51,100,Advanced,Kid technology table move suggest relate.,Google Colab,Discussion,No,Engineering,Junior,30
Ai Ethics: Monetize Real-Time Portals,9.4,John Brown,S7263,AI Ethics,2023-04-30,1.4252681831629948,Room 103,28,45,Intermediate,Attack himself decade significant surface program inside even.,Zoom,Lecture,Yes,Statistics,Junior,28
Python Programming: Iterate Value-Added Web-Readiness,7.7,Robert Miller,S1522,Cloud Computing,2023-03-26,1.7361869412472282,Room 104,97,12,Intermediate,Live score popular work.,Zoom,Lecture,No,Data Science,Freshman,85
Data Visualization: Empower Back-End Roi,7.9,Robert Wilson,S3504,Machine Learning,2023-07-06,2.405598924962889,Room 101,72,46,Advanced,Note account identify edge leave board college everybody.,Zoom,Discussion,No,Data Science,Junior,45
Data Visualization: Orchestrate Collaborative Mindshare,9.1,Lisa Brown,S8238,Data Science,2023-03-17,2.2190383033830696,Room 103,20,8,Beginner,Market modern see window main blue.,Teams,Hands-On,No,Engineering,Junior,11
Data Visualization: Utilize Extensible Web-Readiness,9.5,Emily Miller,S5184,Cloud Computing,2022-11-04,1.5632440248874149,Room 104,87,15,Intermediate,Possible political response offer note doctor particularly.,Jupyter,Lecture,No,Mathematics,Junior,74
Deep Learning: Visualize Leading-Edge Markets,7.8,Olivia Davis,S5717,Deep Learning,2023-05-06,2.9648676719724483,Online-Zoom,63,80,Intermediate,Level professional thus catch suddenly yourself.,Google Colab,Hands-On,Yes,Mathematics,Freshman,51
